1029003|1|2|0|0|2|1|1|2|1|9|0
1029004|1|3|3|3|0|3|4|0|2|4|1
1029005|1|3|1|2|4|4|4|2|2|0|5
1029006|1|1|1|3|1|0|2|1|4|5|8
1030001|1|0|4|2|1|1|0|1|1|9|0
1030002|1|1|0|3|2|2|4|2|4|11|4
1030003|1|0|4|0|0|4|3|1|1|10|5
1030004|1|0|4|4|3|0|0|0|3|7|3
1030005|1|4|2|4|1|0|4|4|4|5|1
1030006|1|1|2|0|3|4|3|3|2|7|11
1031001|1|2|3|2|3|4|3|3|3|11|7
1031002|1|0|0|3|1|3|3|2|0|5|11
1031003|1|1|1|1|3|0|0|3|0|11|0
1031004|1|0|3|2|4|0|1|2|3|5|6
1031005|1|0|4|4|1|3|4|1|2|0|0
1031006|1|2|2|0|3|0|1|2|3|4|3
1032001|1|2|3|2|4|2|2|4|0|5|1
1032002|1|0|3|2|0|3|4|1|2|1|2
1032003|1|0|3|4|4|1|0|0|2|1|9
1032004|1|4|2|1|4|4|3|1|2|2|9
1032005|1|1|3|1|4|4|2|1|4|11|9
1032006|1|2|3|3|2|4|3|2|3|10|3
1033001|1|2|2|4|1|4|2|3|2|10|9
1033002|1|4|0|3|3|4|2|1|1|1|9
1033003|1|0|2|2|4|0|2|0|3|3|8
1033004|1|4|1|2|4|1|1|4|1|11|2
1033005|1|4|1|2|3|1|1|0|2|9|8
1033006|1|3|1|0|0|4|3|4|2|10|0
1034001|1|3|2|2|3|3|4|1|3|1|1
1034002|1|3|0|0|0|1|1|0|1|2|2
1034003|1|4|4|4|1|2|1|2|4|4|10
1034004|1|2|0|1|1|1|2|0|0|9|6
1034005|1|3|0|4|3|1|4|3|3|1|4
1034006|1|2|2|2|3|2|1|3|4|5|9
1035001|1|3|0|0|3|3|1|2|2|7|6
1035002|1|2|0|2|1|1|3|3|2|11|2
1035003|1|1|1|3|2|1|0|4|1|1|4
1035004|1|3|2|0|1|4|4|3|3|3|0
1035005|1|3|2|1|3|3|2|1|3|1|5
1035006|1|3|2|0|0|3|4|3|4|3|2
1036001|1|1|2|1|3|1|1|1|2|9|0
1036002|1|0|0|4|4|3|1|1|2|6|7
1036003|1|3|3|4|1|4|1|4|1|3|7
1036004|1|3|0|2|4|3|3|2|1|5|4
1036005|1|0|1|0|3|2|2|2|3|8|5
1036006|1|0|3|1|3|4|3|1|4|7|1
1037001|1|2|0|4|0|0|0|4|1|9|11
1037002|1|3|1|4|3|1|1|3|0|9|10
1037003|1|1|3|2|4|4|3|0|3|5|9
1037004|1|2|4|2|2|1|0|4|4|5|0
1037005|1|4|0|0|4|4|2|2|4|10|2
1037006|1|0|3|1|2|0|1|3|3|2|5
1038001|1|3|2|4|1|3|3|0|3|7|11
1038002|1|2|3|1|1|0|0|3|1|8|4
1038003|1|2|0|0|2|0|4|4|4|9|2
1038004|1|4|0|2|0|3|0|2|0|0|2
1038005|1|2|4|0|2|4|1|3|1|0|0
1038006|1|1|3|4|4|0|4|4|1|10|5
1039001|1|0|3|2|0|1|1|3|1|9|4
1039002|1|0|1|0|3|0|1|2|3|1|1
1039003|1|1|2|2|2|1|2|2|1|2|2
1039004|1|3|0|1|4|0|2|4|4|1|3
1039005|1|1|1|0|1|0|3|2|3|5|11
1039006|1|3|0|3|4|3|3|4|0|3|3
1040001|1|2|3|0|0|0|1|2|2|5|0
1040002|1|4|1|4|4|0|3|1|1|10|1
1040003|1|0|0|0|1|4|0|2|4|1|0
1040004|1|0|2|2|2|1|3|2|4|0|0
1040005|1|0|4|2|2|1|4|4|1|4|2
1040006|1|1|0|1|0|2|3|4|4|2|8
1041001|1|3|0|2|1|2|3|4|2|11|2
1041002|1|1|0|0|4|2|2|4|1|8|7
1041003|1|1|4|2|2|0|3|1|3|8|3
1041004|1|3|0|0|2|0|2|3|4|4|7
1041005|1|2|3|1|0|4|4|3|4|5|7
1041006|1|2|0|3|4|2|1|4|0|7|3
1042001|1|3|2|2|0|4|0|2|2|7|7
1042002|1|2|2|1|2|2|2|1|3|11|5
1042003|1|0|4|0|2|4|2|1|0|1|2
1042004|1|1|1|3|4|3|4|2|4|0|4
1042005|1|2|1|1|0|4|0|2|2|5|7
1042006|1|1|3|1|3|0|4|0|1|6|11
1043001|1|0|2|2|0|0|2|1|2|9|4
1043002|1|4|4|3|0|3|1|4|1|0|11
1043003|1|4|3|0|1|1|2|1|2|2|9
1043004|1|1|1|1|0|4|4|0|3|11|8
1043005|1|1|2|3|2|2|4|1|0|6|5
1043006|1|1|0|2|3|3|0|2|0|4|7
1044001|1|2|1|2|1|1|3|2|0|2|8
1044002|1|3|0|0|2|4|4|0|2|10|3
1044003|1|3|3|2|1|1|3|1|2|1|8
1044004|1|2|1|1|2|0|0|3|1|4|6
1044005|1|1|2|1|2|1|1|0|3|2|1
1044006|1|0|3|1|4|0|4|0|0|11|4
1045001|1|3|4|3|0|2|3|3|0|11|5
1045002|1|1|1|4|2|2|2|4|2|10|0
1045003|1|3|3|2|0|1|2|4|3|6|1
1045004|1|2|4|3|0|0|2|2|1|0|10
1045005|1|1|1|1|0|3|4|1|0|9|4
1045006|1|3|4|2|2|0|0|1|4|0|9
1046001|1|3|0|3|3|2|1|3|0|8|5
1046002|1|1|0|3|1|1|4|0|0|3|3
1046003|1|2|2|0|4|4|1|0|1|4|10
1046004|1|3|2|3|3|0|2|2|2|2|10
1046005|1|0|1|1|0|2|2|4|3|0|11
1046006|1|0|4|1|1|4|4|2|0|1|10
1047001|1|4|2|3|4|2|1|2|2|0|3
1047002|1|0|0|1|0|3|0|4|3|1|4
1047003|1|2|0|1|2|2|3|1|2|8|9
1047004|1|0|4|4|0|2|2|3|4|9|11
1047005|1|1|2|1|1|3|2|4|0|8|9
1047006|1|1|2|0|2|3|4|4|4|7|10
1048001|1|2|1|0|3|3|0|3|4|5|0
1048002|1|4|2|3|1|3|4|3|2|5|2
1048003|1|1|3|3|3|1|0|0|3|9|3
1048004|1|4|1|3|0|1|4|1|2|11|8
1048005|1|2|0|4|2|2|0|0|3|2|1
1048006|1|3|1|2|3|2|4|2|2|11|3
1049001|1|2|2|0|0|4|2|3|2|6|9
1049002|1|4|1|1|2|2|0|2|3|9|0
1049003|1|0|2|3|0|3|4|3|2|4|4
1049004|1|0|4|4|4|4|3|3|0|4|1
1049005|1|3|2|2|1|2|4|4|1|1|2
1049006|1|3|3|2|3|0|1|1|4|7|2
1050001|1|1|4|3|2|0|1|1|1|0|11
1050002|1|0|1|3|4|1|2|4|4|5|9
1050003|1|0|4|0|2|4|3|4|2|7|4
1050004|1|3|2|1|3|3|0|2|4|7|7
1050005|1|0|2|3|1|3|1|3|1|1|6
1050006|1|0|0|0|3|3|2|1|3|6|5
1051001|1|1|3|1|4|1|2|3|4|3|7
1051002|1|2|3|4|2|3|0|4|2|9|11
1051003|1|4|3|2|3|3|3|3|4|5|8
1051004|1|3|0|3|2|0|3|1|1|9|2
1051005|1|3|4|2|0|1|1|0|1|7|9
1051006|1|0|4|4|0|3|2|3|0|9|1
1052001|1|2|3|4|4|1|1|4|0|0|9
1052002|1|0|3|2|2|0|2|1|4|4|3
1052003|1|4|1|1|3|0|1|3|0|5|7
1052004|1|2|2|3|4|0|3|1|1|8|10
1052005|1|1|0|1|2|0|1|2|0|8|2
1052006|1|4|0|0|1|4|2|2|0|9|11
1053001|1|4|4|3|2|1|2|1|0|6|8
1053002|1|0|3|4|0|3|1|4|1|4|11
1053003|1|2|4|4|2|2|3|2|2|7|7
1053004|1|2|1|1|4|2|3|0|1|10|4
1053005|1|3|4|1|2|3|0|1|4|0|1
1053006|1|4|3|2|0|3|0|0|3|3|1
1054001|1|2|3|2|4|2|4|3|2|2|8
1054002|1|2|0|3|0|3|1|2|0|3|11
1054003|1|1|1|1|3|2|3|2|2|1|0
1054004|1|2|0|2|3|1|2|0|1|4|1
1054005|1|1|4|4|0|3|2|1|3|6|7
1054006|1|1|0|4|4|2|4|0|3|2|9
1055001|1|1|3|4|0|4|1|4|4|5|7
1055002|1|1|3|2|4|4|0|1|1|1|7
1055003|1|4|1|2|2|0|1|4|2|0|10
1055004|1|2|0|3|0|0|0|1|4|4|6
1055005|1|1|4|3|4|4|1|0|2|9|3
1055006|1|4|0|1|2|2|0|1|2|7|9
1056001|1|4|4|4|3|0|2|3|4|5|11
1056002|1|2|1|2|2|4|0|2|0|8|5
1056003|1|3|2|2|3|1|1|4|2|0|2
1056004|1|0|2|3|0|4|2|2|4|5|6
1056005|1|2|0|0|0|1|1|1|0|6|4
1056006|1|1|3|4|0|2|0|0|3|7|6
1057001|1|0|0|2|3|0|0|4|0|8|4
1057002|1|1|2|3|3|3|0|0|2|8|8
1057003|1|0|2|3|2|1|3|2|1|1|6
1057004|1|4|4|3|4|2|2|2|4|9|6
1057005|1|4|3|3|0|2|0|0|2|3|10
1057006|1|3|4|2|2|4|1|2|0|9|3
1058001|1|1|3|1|2|4|0|2|1|5|1
1058002|1|1|4|4|0|1|1|0|0|2|0
1058003|1|4|3|0|4|0|0|2|4|9|6
1058004|1|4|1|3|1|2|2|4|4|6|6
1058005|1|2|2|1|4|4|1|4|0|6|1
1058006|1|1|3|0|0|4|1|4|4|2|7
1059001|1|4|2|0|4|0|4|1|2|4|9
1059002|1|1|2|4|4|0|3|0|4|11|3
1059003|1|0|1|4|2|4|2|3|0|5|0
1059004|1|4|1|0|2|4|1|0|2|5|3
1059005|1|0|1|1|2|4|0|4|3|11|3
1059006|1|4|3|0|3|3|3|3|4|8|0
1060001|1|0|4|3|1|4|0|1|0|5|6
1060002|1|3|4|3|2|1|3|4|1|7|0
1060003|1|4|4|3|0|2|0|2|4|9|2
1060004|1|3|3|1|1|2|2|4|4|11|8
1060005|1|2|1|2|3|4|3|2|4|0|7
1060006|1|2|3|3|2|3|0|1|1|0|10
1061001|1|3|2|2|2|4|2|0|0|3|1
1061002|1|2|3|4|2|3|2|4|3|1|1
1061003|1|1|1|0|0|1|2|3|4|4|1
1061004|1|3|2|1|3|1|3|2|2|5|9
1061005|1|2|1|1|3|2|4|3|1|1|5
1061006|1|2|2|2|3|2|2|2|0|3|6
1062001|1|2|4|1|1|2|4|1|1|8|8
1062002|1|4|4|1|3|4|4|4|1|1|0
1062003|1|2|2|2|2|4|2|2|2|2|6
1062004|1|4|1|3|1|2|3|0|1|4|3
1062005|1|4|3|1|3|2|0|1|1|9|5
1062006|1|0|1|0|1|0|2|0|3|3|5
1063001|1|2|0|2|3|4|2|3|2|2|5
1063002|1|2|4|0|0|2|4|1|4|8|9
1063003|1|4|2|2|3|4|0|0|1|8|0
1063004|1|1|0|3|3|3|4|2|4|0|2
1063005|1|4|3|4|2|0|0|1|3|9|6
1063006|1|0|2|3|3|0|4|0|2|10|6
1064001|1|4|2|4|2|1|4|0|2|3|8
1064002|1|2|1|2|3|2|4|1|0|6|5
1064003|1|1|1|2|4|3|1|1|4|10|11
1064004|1|4|0|1|1|4|3|4|0|6|6
1064005|1|0|3|3|4|2|4|3|0|0|1
1064006|1|4|4|2|0|2|4|0|1|3|0
1065001|1|1|1|2|4|0|2|1|0|2|4
1065002|1|1|0|2|3|1|3|0|3|6|1
1065003|1|4|4|2|1|0|4|3|1|4|10
1065004|1|0|4|4|0|2|1|4|3|10|8
1065005|1|0|0|4|2|4|2|2|0|8|6
1065006|1|1|0|2|2|2|1|3|0|2|0
1066001|1|1|2|3|1|2|3|0|0|10|2
1066002|1|2|3|0|0|4|1|1|0|2|1
1066003|1|4|4|0|2|4|3|0|0|3|6
1066004|1|3|3|4|2|1|3|4|2|7|4
1066005|1|3|1|1|0|1|1|4|4|1|8
1066006|1|0|3|3|0|1|4|3|2|2|2
1067001|1|2|1|1|0|2|0|0|2|3|0
1067002|1|4|2|2|4|0|3|0|4|8|3
1067003|1|0|4|1|3|1|2|0|4|10|8
1067004|1|3|2|0|0|3|4|4|3|2|1
1067005|1|1|4|3|1|3|3|1|0|10|10
1067006|1|3|1|2|0|1|4|3|3|5|11
1068001|1|2|2|4|0|3|2|2|0|9|1
1068002|1|4|3|3|4|0|4|4|1|7|1
1068003|1|1|4|0|4|3|2|0|2|11|5
1068004|1|3|0|3|3|4|2|1|4|3|9
1068005|1|1|2|0|0|3|3|2|4|0|8
1068006|1|0|4|1|2|1|2|4|2|10|2
1069001|1|2|1|4|4|0|2|1|3|5|5
1069002|1|3|4|4|3|1|3|0|1|8|10
1069003|1|4|2|1|1|3|3|4|3|4|10
1069004|1|2|0|1|1|3|2|3|0|7|2
1069005|1|2|0|1|0|0|2|3|0|8|1
1069006|1|4|2|1|4|4|4|3|1|8|4
1070001|1|2|2|1|3|4|3|4|3|10|5
1070002|1|1|4|0|3|1|4|4|0|4|5
1070003|1|2|3|2|3|2|0|3|4|3|6
1070004|1|2|2|1|0|2|0|1|4|11|1
1070005|1|3|1|2|4|1|3|0|0|8|2
1070006|1|2|2|3|1|3|0|1|0|3|9
1071001|1|0|2|2|4|4|2|1|4|4|7
1071002|1|3|4|2|3|1|3|2|1|8|1
1071003|1|1|1|1|1|4|1|2|4|6|5
1071004|1|2|0|1|4|4|2|4|3|2|1
1071005|1|2|2|0|4|3|1|4|4|11|2
1071006|1|1|1|4|4|4|3|2|3|11|9
1072001|1|0|1|4|0|2|0|0|3|10|11
1072002|1|4|2|0|3|2|1|4|0|9|9
1072003|1|2|3|3|4|3|1|3|0|8|10
1072004|1|3|3|4|0|0|0|2|3|7|3
1072005|1|3|2|4|0|3|1|2|0|8|5
1072006|1|1|3|3|2|0|3|1|4|6|10
1073001|1|0|3|2|2|0|1|1|4|10|3
1073002|1|2|1|2|4|2|4|2|0|0|0
1073003|1|1|3|4|2|4|1|4|4|6|10
1073004|1|4|1|2|1|1|1|3|0|5|4
1073005|1|1|3|2|0|1|2|2|1|6|10
1073006|1|2|2|3|0|4|3|3|4|0|3
1074001|1|3|0|2|4|2|2|2|3|1|1
1074002|1|0|3|0|0|3|2|4|1|4|9
1074003|1|3|0|0|4|3|4|2|1|11|8
1074004|1|2|0|4|3|3|2|2|3|3|2
1074005|1|1|3|2|0|4|2|2|0|10|9
1074006|1|2|1|0|2|1|4|3|3|1|3
1075001|1|0|2|4|1|0|4|3|4|4|2
1075002|1|4|0|1|4|1|4|3|4|8|4
1075003|1|4|2|2|3|4|1|1|2|9|5
1075004|1|4|2|0|3|2|3|2|2|2|6
1075005|1|0|0|3|2|0|4|4|1|9|3
1075006|1|0|4|1|4|2|0|3|0|6|3
1076001|1|2|1|2|2|1|4|2|2|3|11
1076002|1|3|4|0|0|1|0|4|2|4|9
1076003|1|3|4|2|0|3|4|0|4|6|10
1076004|1|0|1|0|4|2|1|0|0|8|4
1076005|1|0|4|3|4|4|2|0|0|6|3
1076006|1|2|1|0|3|4|2|1|1|7|3
1077001|1|1|3|3|0|1|0|1|1|4|4
1077002|1|2|0|3|4|1|4|0|3|11|5
1077003|1|1|0|2|2|0|1|2|3|0|9
1077004|1|0|0|3|1|4|2|0|1|7|5
1077005|1|3|4|2|4|1|4|1|1|4|10
1077006|1|0|1|0|1|3|1|1|4|3|0
1078001|1|2|4|2|1|1|1|3|1|5|0
1078002|1|2|0|0|4|0|2|2|3|4|6
1078003|1|3|1|0|4|4|3|2|3|0|5
1078004|1|2|4|4|1|1|3|3|4|6|1
1078005|1|4|4|4|1|0|1|3|2|5|6
1078006|1|2|1|0|0|2|4|0|0|5|3
1079001|1|0|0|0|2|4|3|2|3|3|10
1079002|1|1|0|4|1|4|2|4|1|9|2
1079003|1|2|0|3|4|0|4|0|4|6|5
1079004|1|0|0|2|0|0|0|2|3|2|9
1079005|1|1|3|3|4|4|4|1|3|9|0
1079006|1|1|4|2|0|1|4|4|3|8|6
1080001|1|4|3|1|1|3|2|1|0|7|5
1080002|1|4|3|0|4|1|0|0|2|2|0
1080003|1|3|3|1|0|3|0|1|4|8|11
1080004|1|3|1|0|3|0|3|1|1|5|8
1080005|1|3|2|0|4|2|2|2|0|4|6
1080006|1|3|0|0|1|3|4|2|1|8|6
1081001|1|2|2|0|3|1|1|4|1|0|10
1081002|1|1|4|2|4|3|4|1|4|1|8
1081003|1|0|2|1|3|4|1|3|2|0|7
1081004|1|4|3|3|4|0|3|2|0|11|9
1081005|1|0|4|4|2|0|1|2|0|2|2
1081006|1|0|1|1|4|0|3|3|0|8|1
1082001|1|1|1|4|3|1|1|1|1|3|8
1082002|1|0|1|4|2|1|1|0|4|3|7
1082003|1|3|0|2|3|2|1|0|2|4|9
1082004|1|2|4|1|2|3|2|1|0|2|10
1082005|1|0|1|0|2|1|0|2|3|5|3
1082006|1|3|4|2|1|2|0|2|4|11|0
1083001|1|0|4|1|1|1|0|4|2|7|0
1083002|1|2|3|4|0|1|2|0|2|5|10
1083003|1|3|2|2|0|2|3|1|0|7|2
1083004|1|4|1|0|1|1|4|3|3|10|1
1083005|1|4|4|1|1|4|0|1|4|5|3
1083006|1|2|0|1|3|1|2|2|3|2|3
1084001|1|0|4|0|0|4|0|4|3|1|7
1084002|1|3|0|2|0|2|2|0|2|4|11
1084003|1|4|2|0|4|0|2|0|4|6|2
1084004|1|4|4|4|2|0|2|1|2|9|11
1084005|1|1|2|0|4|1|4|1|0|3|6
1084006|1|1|1|0|3|3|3|1|3|5|4
1085001|1|0|0|3|1|2|3|1|3|11|2
1085002|1|4|3|4|1|0|3|1|4|5|11
1085003|1|0|0|2|4|0|4|1|1|10|11
1085004|1|0|2|1|2|3|1|2|1|8|3
1085005|1|2|2|1|2|2|0|0|2|8|1
1085006|1|1|0|1|4|4|1|4|2|2|2
1086001|1|1|3|0|0|3|1|0|0|10|7
1086002|1|3|2|4|1|3|0|3|4|8|8
1086003|1|1|3|0|3|0|0|2|3|8|0
1086004|1|0|0|1|4|4|2|4|0|9|10
1086005|1|1|4|1|3|4|0|4|1|0|4
1086006|1|4|3|3|4|2|1|4|0|0|4
1087001|1|3|1|0|0|2|3|1|1|0|7
1087002|1|4|0|1|3|4|1|1|1|3|4
1087003|1|1|4|1|1|0|1|2|1|5|6
1087004|1|2|3|4|3|4|4|0|3|9|6
1087005|1|3|2|3|3|4|1|1|3|2|8
1087006|1|4|3|4|1|1|4|4|3|8|3
1088001|1|2|4|2|3|4|4|1|1|5|2
1088002|1|4|3|2|2|3|1|3|3|10|0
1088003|1|4|2|2|4|0|3|1|3|10|4
1088004|1|2|1|2|0|2|2|3|4|2|0
1088005|1|3|0|0|3|3|0|2|0|2|7
1088006|1|2|3|0|2|4|3|1|0|7|10
1089001|1|0|3|3|3|4|1|3|4|8|0
1089002|1|3|3|1|3|1|1|4|4|10|3
1089003|1|0|3|4|4|0|0|1|0|10|10
1089004|1|3|1|0|3|1|0|0|1|3|1
