1069005|1|2|0|0|1
1069006|0|2|1|1|0
1070001|1|3|1|0|1
1070002|4|0|0|0|1
1070003|3|4|0|1|1
1070004|3|2|1|0|1
1070005|2|2|1|1|1
1070006|3|0|0|1|0
1071001|1|0|0|0|1
1071002|0|3|1|1|1
1071003|4|4|1|0|0
1071004|2|2|0|0|0
1071005|3|2|0|0|1
1071006|2|1|1|0|1
1072001|0|4|1|0|0
1072002|3|1|0|0|0
1072003|3|4|0|1|1
1072004|4|2|0|0|1
1072005|1|3|1|1|1
1072006|0|1|1|1|0
1073001|0|4|0|0|1
1073002|0|2|0|1|1
1073003|0|0|1|0|0
1073004|2|2|1|0|0
1073005|3|0|0|1|0
1073006|2|4|1|1|0
1074001|3|3|1|0|0
1074002|0|0|0|0|0
1074003|1|4|1|1|1
1074004|2|3|0|1|0
1074005|0|3|0|0|0
1074006|1|1|0|0|0
1075001|3|4|0|1|0
1075002|2|3|0|1|1
1075003|3|2|1|1|1
1075004|4|0|0|1|0
1075005|1|1|1|0|0
1075006|0|3|1|1|0
1076001|0|4|0|1|0
1076002|2|1|1|0|0
1076003|1|3|0|1|1
1076004|2|0|1|1|0
1076005|1|1|1|0|0
1076006|0|3|0|0|1
1077001|0|2|0|0|1
1077002|3|0|0|1|0
1077003|4|3|0|0|0
1077004|2|1|0|1|0
1077005|4|0|1|0|1
1077006|4|2|0|1|1
1078001|3|4|0|0|1
1078002|3|3|0|0|1
1078003|1|2|0|1|0
1078004|4|4|1|1|1
1078005|0|1|1|0|1
1078006|0|0|1|1|1
1079001|3|0|1|0|1
1079002|4|0|0|0|0
1079003|3|4|0|0|0
1079004|2|0|1|1|0
1079005|2|4|0|0|1
1079006|0|3|0|0|0
1080001|0|3|0|1|1
1080002|2|4|1|0|0
1080003|2|2|0|0|1
1080004|2|2|0|0|0
1080005|4|1|0|1|0
1080006|0|1|0|0|0
1081001|4|3|1|0|0
1081002|1|1|0|0|1
1081003|3|2|1|0|0
1081004|1|4|0|0|0
1081005|3|1|0|0|1
1081006|4|4|0|0|0
1082001|0|4|0|0|1
1082002|2|1|0|1|1
1082003|0|4|1|0|1
1082004|2|1|1|0|0
1082005|4|2|1|0|0
1082006|2|2|1|0|0
1083001|0|1|0|1|1
1083002|4|2|0|0|0
1083003|3|0|0|1|1
1083004|3|1|1|0|0
1083005|3|0|1|0|0
1083006|4|3|0|1|0
1084001|1|3|0|0|1
1084002|3|2|1|0|1
1084003|0|0|0|1|0
1084004|2|2|0|0|1
1084005|0|0|0|1|1
1084006|0|4|1|1|0
1085001|0|2|0|0|1
1085002|2|0|0|0|0
1085003|2|4|1|0|0
1085004|4|3|0|0|1
1085005|2|3|1|1|0
1085006|4|1|0|0|0
1086001|3|3|0|0|1
1086002|0|2|1|0|1
1086003|2|0|0|1|0
1086004|3|1|0|1|1
1086005|1|3|0|0|1
1086006|1|2|1|1|1
1087001|0|4|1|1|0
1087002|1|0|0|0|0
1087003|1|0|0|0|1
1087004|3|1|0|1|0
1087005|4|3|0|0|1
1087006|3|0|1|1|1
1088001|0|3|0|0|0
1088002|0|4|0|1|1
1088003|2|3|0|0|1
1088004|3|2|1|0|1
1088005|0|4|1|1|1
1088006|2|3|1|0|0
1089001|3|2|1|0|0
1089002|4|1|1|1|0
1089003|2|4|0|0|0
1089004|3|3|0|0|1
1089005|0|1|1|0|0
1089006|1|4|0|0|1
1090001|2|2|1|0|0
1090002|0|0|1|0|0
1090003|0|0|1|1|1
1090004|2|0|0|0|1
1090005|2|3|0|1|0
1090006|2|1|0|1|0
1091001|0|0|1|0|0
1091002|3|0|1|1|1
1091003|0|3|0|1|1
1091004|1|0|0|1|0
1091005|1|0|1|0|1
1091006|2|1|1|0|0
1092001|2|4|1|1|1
1092002|0|2|1|1|1
1092003|3|1|0|1|1
1092004|4|1|1|0|0
1092005|4|3|0|0|0
1092006|1|4|1|1|1
1093001|0|0|1|0|0
1093002|1|0|0|1|1
1093003|4|3|1|1|0
1093004|2|1|0|1|0
1093005|3|3|1|0|0
1093006|2|0|1|1|1
1094001|0|4|1|1|1
1094002|4|1|1|1|1
1094003|4|2|1|0|1
1094004|2|1|0|0|0
1094005|1|4|0|0|0
1094006|2|4|1|0|1
1095001|0|0|0|0|0
1095002|4|4|1|0|1
1095003|4|4|0|0|1
1095004|3|3|0|0|0
1095005|3|2|0|1|1
1095006|0|3|1|0|1
1096001|0|2|1|1|0
1096002|3|3|1|0|0
1096003|3|0|1|0|0
1096004|3|2|1|1|1
1096005|3|1|1|0|1
1096006|2|2|0|0|1
1097001|0|1|1|1|1
1097002|4|0|0|0|1
1097003|0|2|0|1|1
1097004|1|4|1|0|1
1097005|4|3|0|1|1
1097006|4|3|0|0|1
1098001|4|4|0|0|1
1098002|1|4|0|1|1
1098003|3|2|1|1|0
1098004|3|0|0|0|0
1098005|0|3|1|1|0
1098006|4|4|1|1|1
1099001|4|4|0|0|0
1099002|3|3|1|1|1
1099003|4|2|1|1|0
1099004|0|2|1|0|0
1099005|3|0|0|1|0
1099006|0|4|0|1|0
1100001|1|4|0|0|1
1100002|2|4|0|0|1
1100003|4|2|1|0|0
1100004|3|1|0|1|0
1100005|2|0|1|0|1
1100006|1|2|0|0|0
1101001|3|0|0|0|0
1101002|3|0|0|0|1
1101003|3|0|0|0|1
1101004|3|3|0|0|0
1101005|0|2|1|0|0
1101006|0|0|0|1|1
1102001|1|2|0|0|1
1102002|0|0|1|0|0
1102003|4|0|0|0|0
1102004|2|4|1|0|1
1102005|4|2|0|1|1
1102006|0|2|1|0|1
1103001|0|2|0|0|1
1103002|4|1|1|1|1
1103003|0|1|1|0|1
1103004|4|4|0|1|0
1103005|3|2|1|0|1
1103006|4|3|0|1|1
1104001|2|4|0|0|0
1104002|4|1|1|1|1
1104003|3|1|1|1|1
1104004|2|2|1|0|1
1104005|0|2|0|1|0
1104006|2|2|0|0|0
1105001|2|3|0|1|0
1105002|4|3|0|0|1
1105003|0|2|0|0|0
1105004|1|1|0|0|1
1105005|2|0|1|0|0
1105006|1|4|0|0|1
1106001|0|1|0|1|1
1106002|4|3|0|1|1
1106003|2|4|1|0|0
1106004|1|3|1|0|1
1106005|3|4|1|1|1
1106006|0|0|1|0|1
1107001|3|0|1|1|0
1107002|4|2|1|1|1
1107003|2|4|0|0|0
1107004|3|4|1|0|0
1107005|2|0|1|1|1
1107006|1|1|1|0|0
1108001|1|0|0|0|1
1108002|1|4|1|0|0
1108003|4|0|0|0|1
1108004|0|1|1|1|0
1108005|4|0|1|1|1
1108006|4|0|0|1|1
1109001|1|3|0|1|1
1109002|1|4|1|1|1
1109003|1|1|0|1|0
1109004|4|0|1|1|1
1109005|1|3|1|0|0
1109006|1|1|0|0|1
1110001|1|1|1|0|1
1110002|3|1|1|0|1
1110003|0|4|1|1|0
1110004|0|2|0|0|0
1110005|0|4|1|1|1
1110006|1|0|0|0|0
1111001|1|0|0|1|1
1111002|2|2|0|0|0
1111003|4|0|1|0|0
1111004|4|4|0|1|1
1111005|3|1|0|0|0
1111006|0|0|0|1|0
1112001|3|3|0|0|0
1112002|1|1|0|0|1
1112003|0|3|0|1|0
1112004|4|3|0|1|1
1112005|4|4|1|0|1
1112006|0|4|1|0|0
1113001|1|4|0|0|1
1113002|2|2|1|0|1
1113003|0|3|1|0|0
1113004|2|1|1|1|1
1113005|4|2|1|0|0
1113006|0|0|1|1|1
1114001|2|2|1|0|1
1114002|4|4|0|0|1
1114003|0|2|1|0|1
1114004|0|1|0|1|0
1114005|0|4|1|0|0
1114006|1|3|1|1|0
1115001|3|3|0|0|0
1115002|0|0|1|1|1
1115003|4|1|0|0|0
1115004|1|2|0|1|1
1115005|1|2|1|1|0
1115006|3|3|0|1|0
1116001|4|4|0|1|1
1116002|3|3|0|0|0
1116003|0|1|0|1|0
1116004|4|0|0|1|0
1116005|4|1|0|0|1
1116006|4|1|1|1|1
1117001|3|0|1|0|0
1117002|0|1|0|1|1
1117003|0|2|0|1|0
1117004|1|0|1|1|1
1117005|1|4|0|0|0
1117006|1|2|0|0|1
1118001|2|2|0|1|1
1118002|1|3|0|0|0
1118003|4|2|1|1|0
1118004|0|0|0|0|0
1118005|3|4|1|0|0
1118006|2|1|1|1|0
1119001|3|1|0|0|1
1119002|2|4|0|0|1
1119003|4|3|0|1|0
1119004|4|1|0|1|1
1119005|4|0|1|0|0
1119006|3|0|0|0|1
1120001|4|2|0|0|1
1120002|0|1|1|1|1
1120003|1|3|1|0|0
1120004|3|2|0|0|1
1120005|0|3|1|1|0
1120006|4|0|0|0|1
1121001|2|1|1|0|1
1121002|2|3|0|1|0
1121003|1|3|1|0|1
1121004|0|3|0|0|1
1121005|3|2|1|0|0
1121006|2|0|1|0|1
1122001|2|0|1|1|1
1122002|4|0|0|1|1
1122003|3|4|1|1|1
1122004|1|1|1|0|1
1122005|4|0|1|1|0
1122006|3|1|0|0|1
1123001|1|4|1|0|1
1123002|0|1|0|1|1
1123003|1|3|1|0|1
1123004|1|1|1|1|1
1123005|0|3|1|1|1
1123006|2|3|1|0|1
1124001|4|1|1|0|1
1124002|3|4|1|0|1
1124003|1|1|0|1|1
1124004|0|3|1|0|0
1124005|0|2|1|0|1
1124006|1|3|0|1|0
1125001|2|2|1|1|0
1125002|1|3|1|1|0
1125003|4|0|1|1|1
1125004|1|1|1|0|1
1125005|3|2|1|0|0
1125006|4|2|1|0|1
1126001|4|0|0|1|0
1126002|3|0|0|1|1
1126003|1|1|1|1|0
1126004|3|4|0|1|0
1126005|0|3|1|1|0
1126006|0|3|0|1|0
1127001|2|4|1|1|1
1127002|4|4|0|1|1
1127003|4|3|1|1|0
1127004|3|4|1|1|0
1127005|3|1|1|0|0
1127006|3|4|1|1|0
1128001|1|3|0|0|0
1128002|4|0|0|0|0
1128003|0|4|0|1|1
1128004|1|1|0|0|1
1128005|1|0|0|0|1
1128006|4|2|0|0|0
1129001|0|4|0|0|1
1129002|2|0|0|1|0
1129003|0|4|1|0|1
1129004|0|1|0|0|0
1129005|0|3|1|0|0
1129006|1|2|0|1|1
1130001|0|3|0|1|0
1130002|3|2|0|0|1
1130003|3|3|0|1|0
1130004|0|3|0|1|0
1130005|2|4|0|1|1
1130006|4|0|0|0|0
1131001|1|3|0|1|0
1131002|1|4|1|1|0
1131003|4|4|0|1|0
1131004|4|2|1|1|1
1131005|1|4|1|1|1
1131006|4|4|1|0|0
1132001|0|4|0|0|1
1132002|0|2|1|1|0
1132003|0|3|1|1|1
1132004|0|2|1|0|0
1132005|4|0|0|0|1
1132006|0|0|0|0|1
1133001|1|2|0|0|0
1133002|3|2|0|1|1
1133003|2|1|1|0|0
1133004|4|2|0|0|1
1133005|4|2|0|0|1
1133006|3|4|1|1|1
1134001|3|4|1|1|0
1134002|4|0|0|0|1
1134003|2|3|1|0|1
1134004|4|0|0|0|0
1134005|0|3|1|1|1
1134006|4|0|1|0|1
1135001|3|3|0|1|0
1135002|2|0|0|1|0
1135003|1|2|0|1|1
1135004|3|1|1|1|0
1135005|0|1|1|1|0
1135006|2|0|0|1|1
1136001|4|1|0|1|0
1136002|4|3|1|1|1
1136003|0|2|0|1|0
1136004|0|4|0|0|1
1136005|0|0|1|1|0
1136006|3|2|0|1|1
1137001|1|3|1|0|1
1137002|0|3|0|1|1
1137003|0|0|0|1|1
1137004|2|1|0|0|1
1137005|3|1|1|1|1
1137006|0|1|0|0|1
1138001|4|1|1|0|1
1138002|2|3|0|1|0
1138003|4|4|1|1|1
1138004|4|2|0|1|1
1138005|4|1|0|1|1
1138006|2|0|1|0|1
1139001|0|4|1|0|0
1139002|4|1|0|1|1
1139003|3|1|1|0|1
1139004|0|4|0|1|1
1139005|1|3|0|0|0
1139006|4|3|1|0|0
1140001|1|1|0|0|1
1140002|4|3|0|0|1
1140003|1|0|0|1|1
1140004|1|1|0|1|1
1140005|0|3|0|1|1
1140006|2|3|0|0|1
1141001|4|4|1|1|1
1141002|0|1|1|1|1
1141003|1|1|0|1|0
1141004|2|1|0|1|0
1141005|1|1|1|1|1
1141006|4|1|0|0|1
1142001|3|1|1|0|0
1142002|3|0|0|1|1
1142003|2|0|0|0|1
1142004|0|4|0|1|1
1142005|3|3|0|1|1
1142006|1|2|1|0|1
1143001|0|0|1|0|0
1143002|3|1|1|1|1
1143003|4|1|0|1|1
1143004|2|4|0|0|0
1143005|2|1|1|0|0
1143006|1|0|1|1|1
1144001|3|2|1|0|0
1144002|2|2|0|0|0
1144003|3|1|1|0|1
1144004|2|4|0|1|0
1144005|4|0|1|1|1
1144006|2|1|1|0|1
1145001|1|1|0|1|0
1145002|0|0|0|1|1
1145003|0|0|0|1|1
1145004|1|0|1|0|0
1145005|3|0|0|1|1
1145006|2|1|1|1|0
1146001|4|0|1|0|1
1146002|2|3|0|1|0
1146003|3|4|0|1|1
1146004|1|4|1|0|1
1146005|1|1|0|1|1
1146006|0|3|1|1|0
1147001|4|4|1|0|0
1147002|3|2|1|0|1
1147003|2|2|1|0|0
1147004|0|4|1|0|0
1147005|1|1|0|1|0
1147006|4|1|1|0|0
1148001|4|4|1|1|1
1148002|2|4|0|1|1
1148003|0|0|1|1|0
1148004|4|4|1|1|1
1148005|3|3|1|1|1
1148006|4|3|1|0|0
1149001|2|0|0|1|0
1149002|1|3|0|1|0
1149003|0|4|1|0|0
1149004|1|1|0|0|1
1149005|4|2|0|1|0
1149006|1|4|1|1|0
1150001|4|3|0|0|1
1150002|0|4|0|0|0
1150003|3|1|0|1|0
1150004|1|2|0|0|1
1150005|4|0|1|1|0
1150006|3|4|0|0|1
1151001|1|0|1|0|1
1151002|3|0|1|1|0
1151003|2|4|0|1|1
1151004|1|2|1|0|1
1151005|4|0|1|1|1
1151006|0|4|1|0|0
1152001|3|4|1|1|0
1152002|0|2|0|0|0
1152003|2|1|0|1|0
1152004|4|1|0|0|0
1152005|3|1|1|0|0
1152006|1|1|0|1|0
1153001|1|4|0|0|0
1153002|1|3|0|0|1
1153003|4|0|1|1|1
1153004|0|0|1|0|0
1153005|0|4|0|0|0
1153006|3|1|0|0|1
1154001|1|1|0|0|1
1154002|4|1|0|0|1
1154003|1|3|1|0|1
1154004|1|0|1|1|1
1154005|0|2|0|0|1
1154006|3|0|1|0|0
1155001|2|4|0|1|1
1155002|0|0|0|0|1
1155003|1|1|1|0|0
1155004|2|3|1|1|1
1155005|2|0|1|1|1
1155006|1|1|1|0|1
1156001|1|3|1|0|0
1156002|0|3|0|1|1
1156003|3|2|0|0|0
1156004|0|1|0|1|0
1156005|1|4|1|1|0
1156006|3|1|1|0|1
1157001|2|4|0|1|0
1157002|3|2|0|1|1
1157003|3|0|0|1|0
1157004|4|1|0|0|0
1157005|0|3|1|0|1
1157006|0|3|1|1|1
1158001|1|0|0|1|1
1158002|4|2|0|0|1
1158003|0|1|1|0|1
1158004|0|1|0|0|1
1158005|1|4|0|0|0
1158006|3|2|1|0|1
1159001|4|4|1|1|0
1159002|3|2|1|1|1
1159003|4|4|1|0|0
1159004|3|4|0|0|0
1159005|4|1|1|0|1
1159006|2|2|0|1|0
1160001|0|4|0|1|1
1160002|0|0|0|0|1
1160003|1|1|0|1|0
1160004|3|0|0|0|1
1160005|4|3|0|0|1
1160006|0|1|0|1|1
1161001|2|4|0|1|1
1161002|2|4|1|0|0
1161003|3|0|1|1|1
1161004|4|2|1|1|0
1161005|0|3|1|0|1
1161006|0|1|0|1|0
1162001|2|2|1|1|0
1162002|3|0|0|1|0
1162003|0|1|0|1|1
1162004|4|4|0|1|1
1162005|4|3|1|0|1
1162006|2|2|1|0|1
1163001|3|4|1|1|1
1163002|3|1|1|1|1
1163003|4|1|0|1|1
1163004|2|3|1|1|1
1163005|0|1|1|0|1
1163006|3|2|1|1|0
1164001|3|3|0|0|0
1164002|4|2|0|0|1
1164003|4|0|0|0|0
1164004|4|0|1|1|1
1164005|0|3|0|1|0
1164006|0|4|1|0|0
1165001|2|0|1|1|1
1165002|4|0|0|0|1
1165003|3|1|1|0|1
1165004|2|1|1|0|1
1165005|1|4|1|0|1
1165006|1|2|1|0|1
1166001|0|2|0|1|1
1166002|2|4|0|1|0
1166003|4|0|0|0|0
1166004|1|4|1|1|0
